Alert ID,Ticker,Description,Time
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21577.8",2020-08-05T08:02:13.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21578.85",2020-08-05T07:44:26.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21688.8",2020-08-05T07:36:03.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21690.6",2020-08-05T07:36:01.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21689.85",2020-08-05T07:35:37.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21691.4",2020-08-05T07:35:15.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21689.3",2020-08-05T07:34:08.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21690.3",2020-08-05T07:34:06.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21689.2",2020-08-05T07:33:48.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21694.7",2020-08-05T07:33:45.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21692",2020-08-05T07:12:01.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21687.65",2020-08-05T07:12:00.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21693",2020-08-05T07:11:54.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21576.75",2020-08-05T06:54:48.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21580.35",2020-08-05T06:38:24.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21576.55",2020-08-05T06:32:33.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21584.75",2020-08-05T06:28:12.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21585.2",2020-08-05T06:27:47.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21690.3",2020-08-05T06:27:18.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21689.3",2020-08-05T06:27:11.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21693.55",2020-08-05T06:20:07.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21688.85",2020-08-05T06:20:05.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21686.5",2020-08-05T06:19:33.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21690.2",2020-08-05T06:19:31.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21692.6",2020-08-05T06:18:01.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21688.95",2020-08-05T06:18:00.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21689.75",2020-08-05T06:17:52.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21693.7",2020-08-05T06:17:50.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21697.05",2020-08-05T06:16:28.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21688.7",2020-08-05T06:16:22.000Z
88716432,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R2 Sell: 21893.25",2020-08-05T05:45:00.000Z
88716432,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R2 Sell: 21892.8",2020-08-05T05:40:14.000Z
88716432,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R2 Sell: 21892.6",2020-08-05T05:39:20.000Z
88716432,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R2 Sell: 21892.75",2020-08-05T05:28:36.000Z
88716432,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R2 Sell: 21892.9",2020-08-05T05:26:34.000Z
88716432,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R2 Sell: 21892.6",2020-08-05T05:21:17.000Z
88716432,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R2 Sell: 21892.75",2020-08-05T04:51:08.000Z
88716432,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R2 Sell: 21894.85",2020-08-05T04:50:08.000Z
88716432,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R2 Sell: 21899.55",2020-08-05T04:45:29.000Z
88716432,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R2 Sell: 21892.9",2020-08-05T04:40:39.000Z
88716432,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R2 Sell: 21893.3",2020-08-05T04:31:27.000Z
88716432,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R2 Sell: 21894.8",2020-08-05T04:30:45.000Z
88716432,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R2 Sell: 21892.55",2020-08-05T04:25:22.000Z
88716432,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R2 Sell: 21901.95",2020-08-05T04:20:10.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21690.2",2020-08-05T03:49:15.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21691.45",2020-08-05T03:48:46.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21688.5",2020-08-05T03:48:36.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21692.7",2020-08-05T03:47:18.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21689.7",2020-08-05T03:47:17.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21695.1",2020-08-05T03:46:41.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21689.4",2020-08-05T03:46:40.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21702.8",2020-08-05T03:45:08.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21680.95",2020-08-05T03:45:01.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21686.85",2020-08-05T03:37:22.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21544.7",2020-08-04T09:25:00.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21544",2020-08-04T09:24:08.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21543.95",2020-08-04T09:23:43.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21544.35",2020-08-04T09:22:08.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21546.05",2020-08-04T09:21:29.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21544.9",2020-08-04T09:20:01.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21545.45",2020-08-04T09:19:32.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21544.6",2020-08-04T09:18:36.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21544.25",2020-08-04T09:17:58.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21544.85",2020-08-04T09:15:14.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21544.35",2020-08-04T09:14:39.000Z
88716582,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDH Buy: 21552",2020-08-04T09:09:34.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21442.5",2020-08-04T08:49:04.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21443.35",2020-08-04T08:48:31.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21440.95",2020-08-04T08:48:25.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21440.95",2020-08-04T08:46:03.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21442.4",2020-08-04T08:46:01.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21443.1",2020-08-04T08:34:09.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21441.2",2020-08-04T08:34:00.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21442.5",2020-08-04T08:33:37.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21440.2",2020-08-04T08:33:11.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21440.3",2020-08-04T08:30:26.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21445.1",2020-08-04T08:30:24.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21443",2020-08-04T08:07:31.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21440.5",2020-08-04T08:07:29.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21445.7",2020-08-04T08:06:14.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21442.15",2020-08-04T08:06:12.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21445.4",2020-08-04T07:45:23.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21436",2020-08-04T07:42:21.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21442.55",2020-08-04T07:42:19.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21440.75",2020-08-04T07:41:44.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21442.95",2020-08-04T07:39:21.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21438.5",2020-08-04T07:00:57.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21442.35",2020-08-04T07:00:55.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21443.55",2020-08-04T06:45:32.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21442.05",2020-08-04T06:45:30.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21440.55",2020-08-04T06:40:08.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21442.75",2020-08-04T06:40:06.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21441.65",2020-08-04T06:39:04.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21442.65",2020-08-04T06:39:02.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21443.5",2020-08-04T06:29:37.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21442.2",2020-08-04T06:29:35.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21441.5",2020-08-04T06:28:21.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21442.3",2020-08-04T06:28:19.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21438.45",2020-08-04T06:22:22.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21442.45",2020-08-04T06:22:20.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21432.9",2020-08-04T06:19:07.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21442.1",2020-08-04T06:13:03.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21443.25",2020-08-04T06:13:00.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21444.3",2020-08-04T06:12:07.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21441.75",2020-08-04T06:12:05.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21444.75",2020-08-04T06:09:12.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21441.8",2020-08-04T06:09:10.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21438.5",2020-08-04T06:08:29.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21442.3",2020-08-04T06:08:26.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21443",2020-08-04T06:05:38.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21441.55",2020-08-04T06:05:35.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21442.15",2020-08-04T06:00:01.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21443.4",2020-08-04T06:00:00.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21441.9",2020-08-04T05:59:59.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21444.3",2020-08-04T05:59:57.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21442.65",2020-08-04T05:56:34.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21441.5",2020-08-04T05:56:32.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21445.1",2020-08-04T05:55:11.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21442.1",2020-08-04T05:55:09.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21451",2020-08-04T05:53:30.000Z
88722057,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS R1 21441",2020-08-04T05:23:35.000Z
88711762,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS R1 21443.2",2020-08-04T05:23:33.000Z
88721607,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS S1 21244.6",2020-08-04T03:45:01.000Z
88721944,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDL 21244.6",2020-08-04T03:45:01.000Z
88721944,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDL 21377.95",2020-08-03T05:08:28.000Z
88718783,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS PDL 21374.5",2020-08-03T05:08:26.000Z
88718783,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS PDL 21374.7",2020-08-03T05:07:12.000Z
88721944,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDL 21375.3",2020-08-03T05:07:10.000Z
88718783,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS PDL 21373.4",2020-08-03T05:06:10.000Z
88721944,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDL 21375.75",2020-08-03T05:06:07.000Z
88718783,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS PDL 21372.25",2020-08-03T05:05:04.000Z
88721944,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDL 21375.65",2020-08-03T05:05:02.000Z
88718783,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS PDL 21371.5",2020-08-03T05:04:21.000Z
88721944,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDL 21375.35",2020-08-03T05:04:04.000Z
88718783,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS PDL 21373.8",2020-08-03T04:50:17.000Z
88721944,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDL 21375.55",2020-08-03T04:50:14.000Z
88721944,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDL 21375.45",2020-08-03T04:48:08.000Z
88718783,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS PDL 21373.65",2020-08-03T04:48:06.000Z
88721944,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDL 21375.05",2020-08-03T04:47:30.000Z
88718783,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS PDL 21372",2020-08-03T04:47:23.000Z
88721944,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDL 21397.3",2020-08-03T04:46:22.000Z
88718783,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS PDL 21371.85",2020-08-03T03:59:32.000Z
88721944,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDL 21375.85",2020-08-03T03:59:30.000Z
88718783,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS PDL 21367.35",2020-08-03T03:53:25.000Z
88721944,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDL 21376.8",2020-08-03T03:53:23.000Z
88718783,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS PDL 21374.55",2020-08-03T03:52:14.000Z
88721944,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDL 21376",2020-08-03T03:52:10.000Z
88718783,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS PDL 21374.05",2020-08-03T03:48:15.000Z
88718180,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS S1 21410.05",2020-08-03T03:47:10.000Z
88721607,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS S1 21417.65",2020-08-03T03:47:06.000Z
88718783,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS PDL 21360.6",2020-08-03T03:45:06.000Z
88718180,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS S1 21410.8",2020-08-03T03:45:03.000Z
88721944,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDL 21537.75",2020-08-03T03:45:01.000Z
88718783,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS PDL 21543.8",2020-08-03T03:37:23.000Z
88721944,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDL 21581.9",2020-07-31T09:26:27.000Z
88718783,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS PDL 21572.95",2020-07-31T09:23:14.000Z
88721944,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDL 21581.4",2020-07-31T09:23:10.000Z
88721944,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Up CPR BY KGS TRICKS PDL 21580.9",2020-07-31T09:17:16.000Z
88718783,"NSE:BANKNIFTY, 1m","BANKNIFTY, 1 Crossing Down CPR BY KGS TRICKS PDL 21580.05",2020-07-31T09:17:14.000Z
